poi_id,KG_id,Region_id
POI/8819,226,33
POI/8829,227,33
POI/8839,228,33
POI/8898,229,33
POI/8928,230,33
POI/8932,231,33
POI/8934,232,33
POI/8936,233,33
POI/8952,234,33
POI/8954,235,33
POI/8956,236,33
POI/8959,237,33
POI/9012,238,33
POI/9025,239,33
POI/9044,240,33
POI/9047,241,33
POI/9308,242,49
POI/9343,244,33
POI/9371,245,33
POI/9375,246,33
POI/9428,247,33
POI/9438,248,89
POI/9439,249,89
POI/9440,250,89
POI/9441,251,89
POI/9442,252,89
POI/9443,253,89
POI/9444,254,89
POI/9445,255,89
POI/9446,256,89
POI/9447,257,89
POI/9448,258,89
POI/9449,259,89
POI/9450,260,89
POI/9451,261,89
POI/9452,262,89
POI/9457,263,89
POI/9458,264,89
POI/9461,265,89
POI/9464,266,89
POI/9466,267,89
POI/9467,268,89
POI/9468,269,89
POI/9469,270,89
POI/9471,271,89
POI/9472,272,89
POI/9473,273,89
POI/9474,274,89
POI/9475,275,89
POI/9476,276,89
POI/9477,277,89
POI/9478,278,89
POI/9479,279,89
POI/9480,280,89
POI/9481,281,89
POI/9482,282,89
POI/9483,283,89
POI/9484,284,89
POI/9485,285,89
POI/9486,286,89
POI/9487,287,89
POI/9488,288,89
POI/9489,289,89
POI/9490,290,89
POI/10752,291,33
POI/10753,292,33
POI/10754,293,33
POI/10798,294,33
POI/10810,295,142
POI/10821,296,21
POI/10835,298,21
POI/10843,299,21
POI/10868,300,21
POI/10889,301,21
POI/10899,302,21
POI/10900,303,21
POI/10906,304,21
POI/10910,305,21
POI/10913,306,21
POI/10939,307,21
POI/10941,308,21
POI/10955,309,21
POI/10970,310,21
POI/11873,311,97
POI/11886,313,97
POI/11891,314,97
POI/11904,315,97
POI/11910,316,97
POI/11924,317,97
POI/11928,318,97
POI/11943,319,97
POI/11944,320,97
POI/11954,321,97
POI/11964,322,97
POI/11987,323,97
POI/12000,324,97
POI/12003,325,97
POI/13148,326,79
POI/13149,327,79
POI/13150,328,79
POI/13151,329,79
POI/13152,330,79
POI/13153,331,79
POI/13154,332,79
POI/13156,333,79
POI/13157,334,79
POI/13158,335,79
POI/13159,336,79
POI/13160,337,79
POI/13161,338,79
POI/13162,339,79
POI/13163,340,79
POI/13164,341,79
POI/13165,342,79
POI/13166,343,79
POI/13167,344,79
POI/13168,345,79
POI/13169,346,79
POI/13170,347,79
POI/13171,348,79
POI/13172,349,79
POI/13173,350,79
POI/13174,351,79
POI/13175,352,79
POI/13177,353,79
POI/13178,354,79
POI/13179,355,79
POI/13180,356,79
POI/13184,357,79
POI/13185,358,79
POI/13186,359,79
POI/13187,360,79
POI/13188,361,79
POI/13189,362,79
POI/13190,363,79
POI/13191,364,79
POI/13192,365,79
POI/13193,366,79
POI/13194,367,79
POI/13195,368,79
POI/13196,369,79
POI/13197,370,79
POI/13198,371,79
POI/13199,372,79
POI/13200,373,79
POI/13201,374,79
POI/13202,375,79
POI/13203,376,79
POI/13204,377,79
POI/13205,378,79
POI/13206,379,79
POI/13207,380,79
POI/13208,381,79
POI/13210,382,79
POI/13211,383,79
POI/13212,384,79
POI/13213,385,79
POI/13214,386,79
POI/13215,387,79
POI/13216,388,79
POI/13217,389,79
POI/13218,390,79
POI/13219,391,79
POI/13220,392,79
POI/13221,393,79
POI/13222,394,79
POI/13223,395,79
POI/13224,396,79
POI/13225,397,79
POI/13226,398,79
POI/13227,399,79
POI/13228,400,79
POI/13229,401,79
POI/13230,402,79
POI/13232,403,79
POI/13233,404,79
POI/13234,405,79
POI/13235,406,79
POI/13236,407,79
POI/13237,408,79
POI/13239,409,79
POI/13240,410,79
POI/13241,411,79
POI/13242,412,79
POI/13243,413,79
POI/13245,414,79
POI/13246,415,79
POI/13247,416,79
POI/13248,417,79
POI/13249,418,79
POI/15011,419,89
POI/15618,420,33
POI/15619,421,33
POI/15620,422,33
POI/15624,423,33
POI/15625,424,33
POI/15626,425,33
POI/15627,426,33
POI/15630,427,33
POI/15636,428,33
POI/15638,429,33
POI/15646,430,33
POI/15653,431,33
POI/15655,432,33
POI/15667,433,33
POI/15669,434,33
POI/15675,435,33
POI/15681,436,33
POI/15682,437,33
POI/15686,438,33
POI/15692,439,33
POI/15696,440,33
POI/15698,441,33
POI/15701,442,33
POI/15708,443,33
POI/15712,444,33
POI/15714,445,33
POI/15715,446,33
POI/15717,447,33
POI/15719,448,33
POI/15722,449,33
POI/15724,450,33
POI/15727,451,33
POI/15728,452,33
POI/15730,453,33
POI/15734,454,79
POI/15735,455,79
POI/15736,456,79
POI/15737,457,79
POI/15738,458,79
POI/15739,459,79
POI/15740,460,79
POI/15741,461,79
POI/15742,462,79
POI/15743,463,79
POI/15744,464,79
POI/15745,465,79
POI/15746,466,79
POI/15748,467,79
POI/15749,468,79
POI/15750,469,79
POI/15751,470,79
POI/15752,471,79
POI/15753,472,79
POI/15754,473,79
POI/15755,474,79
POI/15756,475,79
POI/15757,476,79
POI/15758,477,79
POI/15759,478,79
POI/15760,479,79
POI/15762,480,79
POI/15763,481,79
POI/15764,482,79
POI/15765,483,79
POI/15766,484,79
POI/15768,485,79
POI/15769,486,79
POI/15770,487,79
POI/15771,488,79
POI/15772,489,79
POI/15773,490,79
POI/15774,491,79
POI/15775,492,79
POI/15776,493,79
POI/15777,494,79
POI/15778,495,79
POI/15779,496,79
POI/15781,497,79
POI/15782,498,79
POI/15783,499,79
POI/15784,500,79
POI/15785,501,79
POI/15786,502,79
POI/15787,503,79
POI/15788,504,79
POI/15789,505,79
POI/15791,506,79
POI/15792,507,79
POI/15794,508,79
POI/15795,509,79
POI/15796,510,79
POI/15797,511,79
POI/15799,512,79
POI/15800,513,79
POI/15801,514,79
POI/15802,515,79
POI/15804,516,79
POI/15805,517,79
POI/15806,518,79
POI/15807,519,79
POI/15808,520,79
POI/15810,521,79
POI/15811,522,79
POI/15812,523,79
POI/15813,524,79
POI/15814,525,79
POI/15816,526,79
POI/15817,527,79
POI/15818,528,79
POI/15819,529,79
POI/15820,530,79
POI/15821,531,79
POI/15822,532,79
POI/15824,533,79
POI/15825,534,79
POI/15827,535,79
POI/15829,536,79
POI/15830,537,79
POI/15831,538,79
POI/18099,539,255
POI/18100,541,255
POI/18115,542,255
POI/18151,543,33
POI/18158,544,33
POI/18165,545,33
POI/18169,546,33
POI/18172,547,33
POI/18178,548,255
POI/18179,549,33
POI/18184,550,33
POI/18187,551,33
POI/18231,552,255
POI/18239,553,255
POI/18243,554,255
POI/18253,555,255
POI/18256,556,255
POI/18264,557,255
POI/18271,558,33
POI/18276,559,33
POI/18280,560,33
POI/19015,561,189
POI/19018,563,189
POI/19020,564,189
POI/19023,565,189
POI/19026,566,189
POI/19154,567,181
POI/19220,569,181
POI/20682,570,33
POI/20727,571,33
POI/20733,572,33
POI/20755,573,33
POI/20760,574,33
POI/20766,575,33
POI/20849,576,33
POI/20932,577,21
POI/20934,578,21
POI/20975,579,21
POI/20983,580,21
POI/21004,581,21
POI/21075,582,21
POI/21088,583,21
POI/21208,584,21
POI/21238,585,21
POI/21252,586,21
POI/21274,587,21
POI/21338,588,21
POI/21570,589,21
POI/21579,590,21
POI/21596,591,21
POI/21607,592,21
POI/21616,593,21
POI/21622,594,21
POI/21624,595,21
POI/21627,596,21
POI/21628,597,21
POI/21631,598,21
POI/21635,599,21
POI/21650,600,89
POI/21670,601,89
POI/21673,602,89
POI/21676,603,89
POI/21677,604,89
POI/21682,605,89
POI/21683,606,89
POI/21684,607,89
POI/21754,608,89
POI/21801,609,89
POI/22351,610,89
POI/22352,611,89
POI/22354,612,89
POI/22355,613,89
POI/22356,614,89
POI/22357,615,89
POI/22358,616,89
POI/22359,617,89
POI/22360,618,89
POI/22361,619,89
POI/22362,620,89
POI/22363,621,89
POI/22364,622,89
POI/22365,623,89
POI/22366,624,89
POI/22367,625,89
POI/22368,626,89
POI/22369,627,89
POI/22370,628,89
POI/22375,629,89
POI/23087,630,89
POI/23096,631,89
POI/23216,632,55
POI/24088,633,79
POI/24090,634,79
POI/24091,635,79
POI/24093,636,79
POI/24094,637,79
POI/24095,638,79
POI/24096,639,79
POI/24098,640,79
POI/24099,641,79
POI/24100,642,79
POI/24101,643,79
POI/24102,644,79
POI/24103,645,79
POI/24104,646,79
POI/24105,647,79
POI/24106,648,79
POI/24108,649,79
POI/24109,650,79
POI/24110,651,79
POI/24111,652,79
POI/24112,653,79
POI/24113,654,79
POI/24114,655,79
POI/24115,656,79
POI/24116,657,79
POI/24117,658,79
POI/24118,659,79
POI/24119,660,79
POI/24120,661,79
POI/24121,662,79
POI/24122,663,79
POI/24123,664,79
POI/24124,665,79
POI/24125,666,79
POI/24127,667,79
POI/24128,668,79
POI/24129,669,79
POI/24130,670,79
POI/24132,671,79
POI/24133,672,79
POI/24134,673,79
POI/24135,674,79
POI/24136,675,79
POI/24137,676,79
POI/24138,677,79
POI/24139,678,79
POI/24140,679,79
POI/24141,680,79
POI/24142,681,79
POI/24143,682,79
POI/24144,683,79
POI/24145,684,79
POI/24146,685,79
POI/24147,686,79
POI/24148,687,79
POI/24149,688,79
POI/24150,689,79
POI/24151,690,79
POI/24152,691,79
POI/24153,692,79
POI/24154,693,79
POI/24155,694,79
POI/24156,695,79
POI/24157,696,79
POI/24158,697,79
POI/24160,698,79
POI/24161,699,79
POI/24162,700,79
POI/24163,701,79
POI/24164,702,79
POI/24165,703,79
POI/24166,704,79
POI/24167,705,79
POI/24169,706,79
POI/24170,707,79
POI/24172,708,79
POI/24174,709,79
POI/24176,710,79
POI/24177,711,79
POI/24179,712,79
POI/24180,713,79
POI/24181,714,79
POI/24182,715,79
POI/24183,716,79
POI/24184,717,79
POI/24185,718,79
POI/24186,719,79
POI/24452,720,33
POI/24484,721,97
POI/24492,722,97
POI/24498,723,97
POI/24580,724,97
POI/24604,725,97
POI/24610,726,97
POI/24622,727,97
POI/24638,728,97
POI/24650,729,97
POI/24812,730,21
POI/27560,731,33
POI/29061,732,55
POI/29062,733,55
POI/42683,734,33
POI/42711,735,33
POI/42845,736,33
POI/43022,737,52
POI/43024,739,52
POI/48060,740,25
POI/48066,742,25
POI/110587,743,76
POI/110588,745,76
POI/153509,746,134
POI/153510,748,134
POI/153654,749,134
POI/156014,750,197
POI/169845,752,191
POI/183006,754,191
POI/183330,755,113
POI/183331,756,113
POI/183332,757,113
POI/183333,758,79
POI/183334,759,79
POI/183335,760,79
POI/183336,761,79
POI/183337,762,79
POI/183338,763,79
POI/183339,764,79
POI/183341,765,79
POI/183342,766,79
POI/183343,767,79
POI/183344,768,79
POI/183345,769,79
POI/183346,770,79
POI/183348,771,79
POI/183350,772,79
POI/183353,773,79
POI/183357,774,79
POI/183358,775,79
POI/183360,776,113
POI/183363,777,113
POI/183366,778,113
POI/183367,779,113
POI/183369,780,113
POI/183375,781,113
POI/183377,782,79
POI/183379,783,79
POI/183381,784,79
POI/183382,785,79
POI/183383,786,79
POI/183384,787,79
POI/183385,788,79
POI/183386,789,79
POI/183387,790,79
POI/183388,791,79
POI/183389,792,79
POI/183390,793,79
POI/183392,794,79
POI/183393,795,79
POI/183394,796,79
POI/183395,797,79
POI/183396,798,79
POI/183398,799,113
POI/183399,800,113
POI/183400,801,79
POI/183401,802,79
POI/183402,803,113
POI/183403,804,113
POI/183404,805,113
POI/183405,806,113
POI/183406,807,113
POI/183408,808,113
POI/183410,809,79
POI/183411,810,79
POI/183414,811,113
POI/183415,812,113
POI/183417,813,79
POI/183418,814,79
POI/183419,815,79
POI/183420,816,79
POI/183422,817,79
POI/183423,818,79
POI/183424,819,79
POI/183425,820,79
POI/183426,821,79
POI/183427,822,79
POI/183428,823,113
POI/183429,824,79
POI/183432,825,113
POI/183433,826,79
POI/183434,827,79
POI/183438,828,79
POI/183439,829,79
POI/183441,830,79
POI/183444,831,79
POI/183445,832,113
POI/183446,833,79
POI/183447,834,79
POI/183448,835,79
POI/183449,836,79
POI/183779,837,114
POI/183782,839,114
POI/183783,840,114
POI/183785,841,114
POI/183789,842,114
POI/183794,843,79
POI/183799,844,114
POI/183803,845,114
POI/183808,846,114
POI/183812,847,79
POI/183814,848,114
POI/183815,849,114
POI/183819,850,79
POI/183821,851,79
POI/183826,852,114
POI/183828,853,79
POI/183830,854,114
POI/183832,855,79
POI/183834,856,114
POI/183836,857,114
POI/183840,858,114
POI/183842,859,114
POI/183844,860,114
POI/183846,861,114
POI/183848,862,114
POI/183850,863,114
POI/183852,864,114
POI/183856,865,114
POI/183859,866,114
POI/183861,867,114
POI/183863,868,114
POI/183864,869,114
POI/183866,870,79
POI/183868,871,114
POI/183870,872,114
POI/183872,873,114
POI/183876,874,114
POI/183878,875,114
POI/183880,876,114
POI/183882,877,114
POI/183896,878,114
POI/183901,879,114
POI/183905,880,114
POI/183915,881,114
POI/183922,882,79
POI/183924,883,114
POI/183926,884,114
POI/183928,885,79
POI/183935,886,114
POI/183947,887,114
POI/183949,888,114
POI/183950,889,79
POI/183952,890,79
POI/183954,891,114
POI/183959,892,79
POI/184332,893,79
POI/184333,894,79
POI/184334,895,79
POI/184335,896,79
POI/184336,897,79
POI/184337,898,79
POI/184338,899,79
POI/184339,900,79
POI/184341,901,79
POI/184344,902,79
POI/184345,903,79
POI/184347,904,79
POI/184348,905,79
POI/184349,906,79
POI/184350,907,79
POI/184351,908,79
POI/184352,909,79
POI/184353,910,79
POI/184354,911,79
POI/184355,912,79
POI/184356,913,79
POI/184357,914,79
POI/184358,915,79
POI/184359,916,79
POI/184360,917,79
POI/184361,918,79
POI/184362,919,79
POI/184363,920,79
POI/184364,921,79
POI/184365,922,79
POI/184366,923,79
POI/184368,924,79
POI/184369,925,79
POI/184370,926,79
POI/184371,927,79
POI/184373,928,79
POI/184374,929,79
POI/184375,930,79
POI/184376,931,79
POI/184377,932,79
POI/184378,933,79
POI/184379,934,79
POI/184380,935,79
POI/184381,936,79
POI/184382,937,79
POI/184383,938,79
POI/184385,939,79
POI/184386,940,79
POI/184388,941,79
POI/184389,942,79
POI/184390,943,79
POI/184391,944,79
POI/184392,945,79
POI/184393,946,79
POI/184394,947,79
POI/184395,948,79
POI/184396,949,79
POI/184398,950,79
POI/184399,951,79
POI/184400,952,79
POI/184401,953,79
POI/184402,954,79
POI/184403,955,79
POI/184404,956,79
POI/184405,957,79
POI/184406,958,79
POI/184407,959,79
POI/184408,960,79
POI/184409,961,79
POI/184410,962,79
POI/184411,963,79
POI/184412,964,79
POI/184413,965,79
POI/184414,966,79
POI/184415,967,79
POI/184416,968,79
POI/184417,969,79
POI/184419,970,79
POI/184420,971,79
POI/184422,972,79
POI/184423,973,79
POI/184426,974,79
POI/184427,975,79
POI/184428,976,79
POI/184429,977,79
POI/184430,978,79
POI/184433,979,79
POI/184434,980,79
POI/184439,981,113
POI/184442,982,113
POI/184449,983,114
POI/184452,984,114
POI/184453,985,114
POI/184465,986,114
POI/184466,987,114
POI/184469,988,114
POI/184472,989,114
POI/184478,990,114
POI/184486,991,114
POI/184489,992,114
POI/184525,993,114
POI/184526,994,114
POI/184527,995,114
POI/184528,996,114
POI/184529,997,114
POI/184530,998,114
POI/184531,999,114
POI/184532,1000,114
POI/184533,1001,114
POI/184534,1002,114
POI/184535,1003,114
POI/184536,1004,114
POI/184537,1005,114
POI/184538,1006,114
POI/184539,1007,114
POI/184540,1008,114
POI/184541,1009,114
POI/184542,1010,114
POI/184543,1011,114
POI/184548,1012,114
POI/184550,1013,114
POI/184562,1014,114
POI/184564,1015,114
POI/184569,1016,114
POI/184571,1017,114
POI/184574,1018,79
POI/184575,1019,79
POI/184576,1020,79
POI/184577,1021,79
POI/184578,1022,79
POI/184580,1023,79
POI/184582,1024,79
POI/184583,1025,79
POI/184585,1026,79
POI/184586,1027,79
POI/184587,1028,79
POI/184588,1029,79
POI/184589,1030,79
POI/184590,1031,79
POI/184591,1032,79
POI/184592,1033,79
POI/184593,1034,79
POI/184594,1035,79
POI/184595,1036,79
POI/184596,1037,79
POI/184597,1038,79
POI/184598,1039,79
POI/184599,1040,79
POI/184600,1041,79
POI/184601,1042,79
POI/184602,1043,79
POI/184603,1044,79
POI/184604,1045,79
POI/184605,1046,79
POI/184606,1047,79
POI/184607,1048,79
POI/184608,1049,79
POI/184609,1050,79
POI/184610,1051,79
POI/184611,1052,79
POI/184612,1053,79
POI/184613,1054,79
POI/184614,1055,79
POI/184615,1056,79
POI/184616,1057,79
POI/184617,1058,79
POI/184618,1059,79
POI/184620,1060,79
POI/184621,1061,79
POI/184622,1062,79
POI/184623,1063,79
POI/184624,1064,79
POI/184625,1065,79
POI/184626,1066,79
POI/184627,1067,79
POI/184628,1068,79
POI/184629,1069,79
POI/184630,1070,79
POI/184631,1071,79
POI/184632,1072,79
POI/184634,1073,79
POI/184635,1074,79
POI/184636,1075,79
POI/184637,1076,79
POI/184638,1077,79
POI/184639,1078,79
POI/185400,1079,79
POI/185401,1080,79
POI/185403,1081,79
POI/185404,1082,79
POI/185405,1083,79
POI/185406,1084,79
POI/185407,1085,79
POI/185408,1086,79
POI/185409,1087,79
POI/185410,1088,79
POI/185411,1089,79
POI/185413,1090,79
POI/185415,1091,79
POI/185416,1092,79
POI/185417,1093,79
POI/185418,1094,79
POI/185419,1095,79
POI/185420,1096,79
POI/185421,1097,79
POI/185422,1098,79
POI/185423,1099,79
POI/185424,1100,79
POI/185425,1101,79
POI/185426,1102,79
POI/185427,1103,79
POI/185428,1104,79
POI/185429,1105,79
POI/185430,1106,79
POI/185431,1107,79
POI/185432,1108,79
POI/185433,1109,79
POI/185434,1110,79
POI/185435,1111,79
POI/185436,1112,79
POI/185437,1113,79
POI/185438,1114,79
POI/185439,1115,79
POI/185440,1116,79
POI/185441,1117,79
POI/185442,1118,79
POI/185443,1119,79
POI/185444,1120,79
POI/185445,1121,79
POI/185446,1122,79
POI/185447,1123,79
POI/185448,1124,79
POI/185449,1125,79
POI/185450,1126,79
POI/185451,1127,79
POI/185452,1128,79
POI/185453,1129,79
POI/185454,1130,79
POI/185455,1131,79
POI/185456,1132,79
POI/185457,1133,79
POI/185459,1134,79
POI/185460,1135,79
POI/185461,1136,79
POI/185462,1137,79
POI/185463,1138,79
POI/185464,1139,79
POI/185465,1140,79
POI/185466,1141,79
POI/185467,1142,79
POI/185468,1143,79
POI/185469,1144,79
POI/185470,1145,79
POI/185471,1146,79
POI/185472,1147,79
POI/185473,1148,79
POI/185474,1149,79
POI/185476,1150,79
POI/185477,1151,79
POI/185478,1152,79
POI/185479,1153,79
POI/185480,1154,79
POI/185481,1155,79
POI/185482,1156,79
POI/185483,1157,79
POI/185484,1158,79
POI/185485,1159,79
POI/185486,1160,79
POI/185487,1161,79
POI/185488,1162,79
POI/185489,1163,79
POI/185490,1164,79
POI/185491,1165,79
POI/185492,1166,79
POI/185493,1167,79
POI/185494,1168,79
POI/185495,1169,79
POI/185496,1170,79
POI/185497,1171,79
POI/185498,1172,79
POI/185499,1173,79
POI/185500,1174,79
POI/185501,1175,79
POI/185502,1176,79
POI/185503,1177,79
POI/185504,1178,79
POI/185505,1179,79
POI/185506,1180,79
POI/185507,1181,79
POI/185508,1182,79
POI/185509,1183,79
POI/185510,1184,79
POI/185511,1185,79
POI/185512,1186,79
POI/185513,1187,79
POI/185514,1188,79
POI/185516,1189,79
POI/185517,1190,79
POI/185518,1191,79
POI/185519,1192,79
POI/185522,1193,79
POI/185523,1194,79
POI/185525,1195,79
POI/185526,1196,79
POI/185527,1197,79
POI/185528,1198,79
POI/185529,1199,79
POI/185530,1200,79
POI/185531,1201,79
POI/185533,1202,79
POI/185534,1203,79
POI/185535,1204,79
POI/185536,1205,79
POI/185537,1206,79
POI/185538,1207,79
POI/185539,1208,79
POI/185540,1209,79
POI/185541,1210,79
POI/185542,1211,79
POI/185543,1212,79
POI/185544,1213,79
POI/185545,1214,79
POI/185546,1215,79
POI/185547,1216,79
POI/185548,1217,79
POI/185549,1218,79
POI/185550,1219,79
POI/185551,1220,79
POI/185552,1221,79
POI/185555,1222,79
POI/185556,1223,79
POI/185557,1224,79
POI/185558,1225,79
POI/185559,1226,79
POI/185560,1227,79
POI/185561,1228,79
POI/185562,1229,79
POI/185563,1230,79
POI/185564,1231,79
POI/185565,1232,79
POI/185566,1233,79
POI/185567,1234,79
POI/185568,1235,79
POI/185569,1236,79
POI/185570,1237,79
POI/185571,1238,79
POI/185572,1239,79
POI/185574,1240,79
POI/185575,1241,79
POI/185576,1242,79
POI/185577,1243,79
POI/185578,1244,79
POI/185580,1245,79
POI/185583,1246,79
POI/185584,1247,79
POI/185587,1248,79
POI/185588,1249,79
POI/185589,1250,79
POI/185590,1251,79
POI/185591,1252,79
POI/185597,1253,79
POI/185598,1254,79
POI/185600,1255,79
POI/185601,1256,79
POI/185602,1257,79
POI/185605,1258,79
POI/185606,1259,79
POI/185607,1260,79
POI/185608,1261,79
POI/185609,1262,79
POI/185610,1263,79
POI/185612,1264,79
POI/185613,1265,79
POI/185614,1266,79
POI/185615,1267,79
POI/185616,1268,79
POI/185617,1269,79
POI/185618,1270,79
POI/185620,1271,79
POI/185621,1272,79
POI/185622,1273,79
POI/185623,1274,79
POI/185624,1275,79
POI/185625,1276,79
POI/185626,1277,79
POI/185627,1278,79
POI/185628,1279,79
POI/185629,1280,79
POI/185630,1281,79
POI/185634,1282,79
POI/185635,1283,79
POI/185680,1284,122
POI/186027,1286,113
POI/186028,1287,113
POI/186029,1288,113
POI/186030,1289,113
POI/186031,1290,113
POI/186033,1291,113
POI/186034,1292,113
POI/186037,1293,113
POI/186038,1294,113
POI/186040,1295,113
POI/186042,1296,113
POI/186044,1297,113
POI/186046,1298,113
POI/186048,1299,113
POI/186050,1300,113
POI/186052,1301,113
POI/186054,1302,113
POI/186059,1303,113
POI/186065,1304,113
POI/186067,1305,113
POI/186069,1306,113
POI/186072,1307,113
POI/186501,1308,79
POI/186503,1309,79
POI/186505,1310,79
POI/186510,1311,79
POI/186512,1312,79
POI/186514,1313,79
POI/186517,1314,79
POI/186523,1315,79
POI/186525,1316,79
POI/186527,1317,79
POI/186529,1318,79
POI/186531,1319,79
POI/186533,1320,79
POI/186535,1321,79
POI/186537,1322,79
POI/186539,1323,79
POI/186541,1324,79
POI/186545,1325,79
POI/186547,1326,79
POI/186549,1327,79
POI/186551,1328,79
POI/186553,1329,79
POI/186555,1330,79
POI/186557,1331,79
POI/186559,1332,79
POI/186561,1333,79
POI/186565,1334,79
POI/186569,1335,79
POI/186573,1336,79
POI/186575,1337,79
POI/186998,1338,113
POI/187006,1339,113
POI/187007,1340,113
POI/187008,1341,113
POI/187259,1342,113
POI/187260,1343,113
POI/187262,1344,113
POI/187264,1345,113
POI/187265,1346,113
POI/187269,1347,113
POI/187271,1348,113
POI/187273,1349,113
POI/187275,1350,113
POI/187276,1351,113
POI/187278,1352,113
POI/187755,1353,131
POI/187866,1355,131
POI/188205,1356,113
POI/188206,1357,113
POI/188207,1358,113
POI/188208,1359,113
POI/188210,1360,113
POI/188211,1361,113
POI/188215,1362,113
POI/188216,1363,113
POI/188218,1364,113
POI/188220,1365,113
POI/188221,1366,113
POI/188223,1367,113
POI/188224,1368,113
POI/188225,1369,113
POI/188226,1370,113
POI/188229,1371,113
POI/188230,1372,113
POI/188231,1373,113
POI/188232,1374,113
POI/188234,1375,113
POI/188235,1376,113
POI/188236,1377,113
POI/188237,1378,113
POI/188238,1379,113
POI/188239,1380,113
POI/188240,1381,113
POI/188241,1382,113
POI/188244,1383,113
POI/188245,1384,113
POI/188246,1385,113
POI/188247,1386,113
POI/188248,1387,113
POI/188249,1388,113
POI/188250,1389,113
POI/188252,1390,113
POI/188253,1391,113
POI/188254,1392,113
POI/188257,1393,113
POI/188259,1394,113
POI/188261,1395,113
POI/188262,1396,113
POI/188431,1397,131
POI/188623,1398,131
POI/188684,1399,113
POI/188685,1400,113
POI/188688,1401,113
POI/188689,1402,113
